gene_id,product_description,chromosome,start,end,strand,functional_category
LOC103717031,L-type lectin-domain containing receptor kinase SIT2-like,NC_052393.1,28583029,28585402,+,Protein_Kinases
LOC103717030,L-type lectin-domain containing receptor kinase IV.2-like,NC_052393.1,28592198,28594421,+,Protein_Kinases
LOC120109963,L-type lectin-domain containing receptor kinase IV.2-like,NC_052393.1,28605414,28607522,+,Protein_Kinases
LOC120109962,L-type lectin-domain containing receptor kinase SIT2-like,NC_052393.1,28621338,28623484,+,Protein_Kinases
LOC120109964,L-type lectin-domain containing receptor kinase IV.2-like,NC_052393.1,28626791,28628972,+,Protein_Kinases
LOC103697364,L-type lectin-domain containing receptor kinase IV.2-like,NC_052393.1,28662024,28682667,+,Protein_Kinases
LOC103705678,L-type lectin-domain containing receptor kinase SIT2-like,NC_052393.1,28694818,28697480,+,Protein_Kinases
LOC103720117,L-type lectin-domain containing receptor kinase SIT2-like,NC_052393.1,28698420,28701981,+,Protein_Kinases
LOC120110025,L-type lectin-domain containing receptor kinase SIT2-like,NC_052393.1,28735073,28736694,+,Protein_Kinases
LOC103720115,L-type lectin-domain containing receptor kinase SIT2-like,NC_052393.1,28749814,28752076,+,Protein_Kinases
LOC120109970,SRSF protein kinase 2-like,NC_052393.1,28780416,28792281,-,Protein_Kinases
LOC103718768,dual specificity protein kinase YAK1 homolog%2C transcript variant X2,NC_052393.1,28951318,28966778,+,Protein_Kinases
LOC113461444,LRR receptor-like serine/threonine-protein kinase FEI 1,NC_052393.1,29273810,29283424,-,Protein_Kinases
LOC103715670,L-type lectin-domain containing receptor kinase S.4-like,NC_052394.1,152067,155262,-,Protein_Kinases
LOC103700021,putative receptor protein kinase ZmPK1,NC_052394.1,394143,396894,+,Protein_Kinases
LOC120110144,putative receptor protein kinase ZmPK1,NC_052394.1,402484,405209,+,Protein_Kinases
LOC103722647,universal stress protein PHOS32,NC_052394.1,506584,510397,-,Stress_Osmoprotectants
LOC103703499,receptor-like cytoplasmic kinase 176%2C transcript variant X1,NC_052394.1,1158269,1162953,-,Protein_Kinases
LOC103710908,cation/H(+) antiporter 20,NC_052394.1,1617274,1623839,+,Ion_Transporters
LOC103710685,receptor-like protein kinase THESEUS 1%2C transcript variant X3,NC_052394.1,1882113,1888396,-,Protein_Kinases
LOC103711236,protein SODIUM POTASSIUM ROOT DEFECTIVE 2-like,NC_052394.1,2068463,2069719,+,Ion_Transporters
LOC103711225,probable membrane-associated kinase regulator 4,NC_052394.1,2113612,2116372,-,Protein_Kinases
LOC103710403,probable receptor-like protein kinase At5g59700,NC_052394.1,2148667,2152275,+,Protein_Kinases
LOC103709132,probable serine/threonine-protein kinase PBL7%2C transcript variant X2,NC_052394.1,2444991,2448987,-,Protein_Kinases
LOC103708996,probable LRR receptor-like serine/threonine-protein kinase At1g67720%2C transcript variant X1,NC_052394.1,2616762,2626926,-,Protein_Kinases
LOC103708987,mitogen-activated protein kinase 5,NC_052394.1,2629333,2633855,-,Protein_Kinases
LOC103709868,L-type lectin-domain containing receptor kinase VIII.1,NC_052394.1,2880678,2883985,+,Protein_Kinases
LOC103709860,probable serine/threonine-protein kinase PBL25,NC_052394.1,2892159,2895722,+,Protein_Kinases
LOC103709609,putative serine/threonine-protein kinase-like protein CCR3,NC_052394.1,3102548,3105618,+,Protein_Kinases
LOC103711096,mitogen-activated protein kinase kinase kinase 18-like,NC_052394.1,3524074,3526482,+,Protein_Kinases
LOC103710391,6-phosphofructo-2-kinase/fructose-2%2C6-bisphosphatase%2C transcript variant X1,NC_052394.1,3687772,3707914,+,Protein_Kinases
LOC103710336,serine/threonine-protein kinase STY46,NC_052394.1,3848133,3851845,-,Protein_Kinases
LOC103717476,gamma-interferon-responsive lysosomal thiol protein-like,NC_052394.1,3923020,3930860,-,Other_Signaling_Metabolism
LOC103702214,mitogen-activated protein kinase kinase kinase 17-like,NC_052394.1,4444185,4444946,-,Protein_Kinases
LOC103702110,CBL-interacting serine/threonine-protein kinase 14-like,NC_052394.1,4775512,4777732,+,Protein_Kinases
LOC103702112,CBL-interacting protein kinase 18-like%2C transcript variant X2,NC_052394.1,4806334,4810233,-,Protein_Kinases
LOC103702129,protein ACTIVITY OF BC1 COMPLEX KINASE 3%2C chloroplastic%2C transcript variant X3,NC_052394.1,5030086,5036216,-,Protein_Kinases
LOC103702143,probable inactive serine/threonine-protein kinase scy1%2C transcript variant X2,NC_052394.1,5153860,5202202,+,Protein_Kinases
LOC103702137,probable LRR receptor-like serine/threonine-protein kinase IRK,NC_052394.1,5484675,5488725,+,Protein_Kinases
LOC103701033,shaggy-related protein kinase alpha-like,NC_052394.1,6222261,6227445,-,Protein_Kinases
LOC103701052,pyruvate kinase%2C cytosolic isozyme,NC_052394.1,6434309,6437958,-,Protein_Kinases
LOC103702241,probable leucine-rich repeat receptor-like protein kinase At5g49770%2C transcript variant X2,NC_052394.1,6976501,6983146,+,Protein_Kinases
LOC103702185,probable leucine-rich repeat receptor-like protein kinase At5g49770,NC_052394.1,6987459,6994093,+,Protein_Kinases
LOC103702239,cation/H(+) antiporter 15-like,NC_052394.1,7056889,7060980,-,Ion_Transporters
LOC103702160,probable LRR receptor-like serine/threonine-protein kinase At1g06840%2C transcript variant X1,NC_052394.1,7379716,7417454,-,Protein_Kinases
LOC103723918,probable inactive receptor kinase At5g58300%2C transcript variant X3,NC_052394.1,7472469,7479373,+,Protein_Kinases
LOC103723923,receptor-like protein kinase FERONIA,NC_052394.1,7526683,7530105,-,Protein_Kinases
LOC103700949,protein SHORT ROOT IN SALT MEDIUM 1,NC_052394.1,8281850,8301119,+,Other_Signaling_Metabolism
LOC103701134,cysteine-rich receptor-like protein kinase 2,NC_052394.1,8749929,8754941,+,Protein_Kinases
LOC103700983,proline-rich receptor-like protein kinase PERK15,NC_052394.1,8772347,8783601,+,Protein_Kinases
LOC120103878,universal stress protein A-like protein%2C transcript variant X1,NC_052394.1,9499807,9504876,-,Stress_Osmoprotectants
LOC103704953,stress-related protein,NC_052394.1,9730991,9732461,-,Stress_Osmoprotectants
LOC103716041,proline-rich receptor-like protein kinase PERK8%2C transcript variant X2,NC_052394.1,10748171,10769145,-,Protein_Kinases
LOC103696396,receptor-like cytoplasmic kinase 185,NC_052394.1,10899633,10920512,+,Protein_Kinases
LOC103710755,probable serine/threonine-protein kinase At1g54610,NC_052394.1,11005313,11020385,+,Protein_Kinases
LOC103723229,sodium/hydrogen exchanger 2-like%2C transcript variant X2,NC_052394.1,11230800,11242028,-,Ion_Transporters
LOC103724328,protein HEAT-STRESS-ASSOCIATED 32,NC_052394.1,11893364,11918657,-,Stress_Osmoprotectants
LOC103715278,calcium/calmodulin-regulated receptor-like kinase 1,NC_052394.1,12085248,12097365,-,Protein_Kinases
LOC103718673,BRI1 kinase inhibitor 1-like,NC_052394.1,12504468,12505807,-,Protein_Kinases
LOC103708023,mitogen-activated protein kinase 15-like%2C transcript variant X2,NC_052394.1,13108244,13121928,+,Protein_Kinases
LOC103708015,mevalonate kinase,NC_052394.1,13240624,13245629,+,Protein_Kinases
LOC103700215,phosphatidylinositol 4-phosphate 5-kinase 6-like,NC_052394.1,14165611,14170151,+,Protein_Kinases
LOC120110243,phosphatidylinositol 4-phosphate 5-kinase 6-like%2C transcript variant X1,NC_052394.1,14181501,14184499,+,Protein_Kinases
LOC113461331,phosphatidylinositol 4-phosphate 5-kinase 6-like,NC_052394.1,14657432,14665592,-,Protein_Kinases
LOC120110247,phosphatidylinositol 4-phosphate 5-kinase 6-like,NC_052394.1,14701336,14703763,-,Protein_Kinases
LOC120110110,phosphatidylinositol 4-phosphate 5-kinase 6-like,NC_052394.1,14743142,14744167,-,Protein_Kinases
LOC103700566,phosphatidylinositol 4-phosphate 5-kinase 6-like%2C transcript variant X3,NC_052394.1,14756732,14759359,-,Protein_Kinases
LOC120110250,phosphatidylinositol 4-phosphate 5-kinase 6-like,NC_052394.1,14771939,14774985,-,Protein_Kinases
LOC103706289,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase%2C chloroplastic,NC_052394.1,15214534,15225050,+,Protein_Kinases
LOC120110259,calcium/calmodulin-dependent serine/threonine-protein kinase 1-like%2C transcript variant X1,NC_052394.1,15915948,15926707,+,Protein_Kinases
LOC103710335,heat stress transcription factor B-4b-like,NC_052394.1,15982643,15984708,-,Stress_Osmoprotectants
LOC103706309,calcium-dependent protein kinase 2-like,NC_052394.1,16191049,16195381,-,Protein_Kinases
LOC103718618,xylulose kinase 2-like%2C transcript variant X3,NC_052394.1,16374476,16385025,-,Protein_Kinases
LOC103718622,dephospho-CoA kinase%2C transcript variant X8,NC_052394.1,16425731,16433566,-,Protein_Kinases
LOC103722961,SNF1-related protein kinase regulatory subunit beta-1-like%2C transcript variant X2,NC_052394.1,16720542,16728974,+,Protein_Kinases
LOC103722966,CBL-interacting protein kinase 32%2C transcript variant X2,NC_052394.1,16777834,16787892,-,Protein_Kinases
LOC103709055,calcium and calcium/calmodulin-dependent serine/threonine-protein kinase-like%2C transcript variant X1,NC_052394.1,17218813,17227105,+,Protein_Kinases
LOC103709122,pyruvate kinase%2C cytosolic isozyme-like,NC_052394.1,17764547,17767648,+,Protein_Kinases
LOC120110286,pyruvate kinase%2C cytosolic isozyme-like,NC_052394.1,17807033,17810799,-,Protein_Kinases
LOC103717905,probable leucine-rich repeat receptor-like protein kinase At5g49770,NC_052394.1,18194644,18198328,+,Protein_Kinases
LOC103717891,probable leucine-rich repeat receptor-like protein kinase At5g49770,NC_052394.1,18231212,18237649,+,Protein_Kinases
LOC103717902,cation/H(+) antiporter 15,NC_052394.1,18361485,18365673,-,Ion_Transporters
LOC103717901,cation/H(+) antiporter 15-like,NC_052394.1,18375060,18379440,-,Ion_Transporters
LOC103717880,probable serine/threonine-protein kinase PBL8,NC_052394.1,18413758,18424087,+,Protein_Kinases
LOC103717872,cyclin-dependent kinase B1-1,NC_052394.1,18610371,18618494,+,Protein_Kinases
LOC103717896,proline-rich receptor-like protein kinase PERK3,NC_052394.1,18651831,18653720,+,Protein_Kinases
LOC120110123,probable histidine kinase 2,NC_052394.1,18728656,18733392,+,Protein_Kinases
LOC103716688,probable LRR receptor-like serine/threonine-protein kinase At1g06840%2C transcript variant X1,NC_052394.1,18863657,18922486,-,Protein_Kinases
LOC103716681,probable inactive receptor kinase At5g58300%2C transcript variant X2,NC_052394.1,18996980,19003928,+,Protein_Kinases
LOC120110296,probable histidine kinase 2%2C transcript variant X1,NC_052394.1,19081596,19101382,-,Protein_Kinases
LOC120110125,histidine kinase CKI1-like,NC_052394.1,19085533,19086513,-,Protein_Kinases
LOC120110126,probable histidine kinase 2,NC_052394.1,19112573,19116914,-,Protein_Kinases
LOC120110127,probable histidine kinase 2,NC_052394.1,19120148,19123811,-,Protein_Kinases
LOC103706313,serine/threonine-protein kinase STN8%2C chloroplastic%2C transcript variant X1,NC_052394.1,19150868,19155045,-,Protein_Kinases
LOC103706241,uncharacterized aarF domain-containing protein kinase At5g05200%2C chloroplastic,NC_052394.1,19167286,19180262,-,Protein_Kinases
LOC103706252,probable LRR receptor-like serine/threonine-protein kinase IRK,NC_052394.1,19357771,19362250,+,Protein_Kinases
LOC103706258,probable serine/threonine-protein kinase PBL1,NC_052394.1,19430405,19435545,-,Protein_Kinases
LOC103713421,serine/threonine-protein kinase STY13,NC_052394.1,19554793,19564430,-,Protein_Kinases
LOC103713425,probable serine/threonine-protein kinase WNK5%2C transcript variant X1,NC_052394.1,19625680,19633686,+,Protein_Kinases
LOC103721957,CBL-interacting protein kinase 18,NC_052394.1,19749755,19752777,+,Protein_Kinases
LOC103721952,CBL-interacting serine/threonine-protein kinase 14,NC_052394.1,19798413,19800217,-,Protein_Kinases
LOC103714408,cation/H(+) antiporter 15,NC_052394.1,20261103,20264821,-,Ion_Transporters
LOC103714373,probably inactive leucine-rich repeat receptor-like protein kinase IMK2,NC_052394.1,20354005,20357364,-,Protein_Kinases
LOC103697591,gamma-interferon-responsive lysosomal thiol protein,NC_052394.1,20611864,20616543,+,Other_Signaling_Metabolism
LOC103718087,inactive receptor-like serine/threonine-protein kinase At2g40270%2C transcript variant X2,NC_052394.1,20728017,20737494,+,Protein_Kinases
LOC103718108,probable phytol kinase 2%2C chloroplastic,NC_052394.1,20807656,20814693,+,Protein_Kinases
LOC103718329,calcium-dependent protein kinase 3-like,NC_052394.1,21070388,21082585,+,Protein_Kinases
LOC103718363,dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X1,NC_052394.1,21165827,21174781,+,Protein_Kinases
LOC103702874,probable serine/threonine-protein kinase PBL26%2C transcript variant X1,NC_052394.1,21299029,21304798,-,Protein_Kinases
LOC103702853,probable LRR receptor-like serine/threonine-protein kinase At1g67720%2C transcript variant X3,NC_052394.1,21588336,21598227,+,Protein_Kinases
LOC103702825,glucuronokinase 1-like%2C transcript variant X3,NC_052394.1,21933388,21939798,+,Protein_Kinases
LOC103702910,probable membrane-associated kinase regulator 4,NC_052394.1,22032917,22035164,+,Protein_Kinases
LOC103705931,serine/threonine-protein kinase AFC1-like%2C transcript variant X1,NC_052394.1,22211824,22217536,-,Protein_Kinases
LOC103716501,cyclin-dependent protein kinase inhibitor SMR12,NC_052394.1,22713260,22714797,-,Protein_Kinases
LOC103716483,receptor-like cytoplasmic kinase 176,NC_052394.1,22910392,22913961,+,Protein_Kinases
LOC103704143,L-type lectin-domain containing receptor kinase SIT2-like,NC_052394.1,23254096,23256522,-,Protein_Kinases
LOC108511030,universal stress protein PHOS32-like,NC_052394.1,23647136,23649883,-,Stress_Osmoprotectants
LOC103704184,L-type lectin-domain containing receptor kinase VIII.1-like,NC_052394.1,23820463,23821910,+,Protein_Kinases
LOC103704027,putative serine/threonine-protein kinase%2C transcript variant X1,NC_052394.1,24451201,24456225,-,Protein_Kinases
LOC103699625,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NC_052395.1,753392,755824,-,Protein_Kinases
LOC103712875,probable leucine-rich repeat receptor-like protein kinase At1g68400,NC_052395.1,1150336,1155235,-,Protein_Kinases
LOC108510695,probable serine/threonine-protein kinase PIX7%2C transcript variant X1,NC_052395.1,2320241,2331680,+,Protein_Kinases
LOC103724077,casein kinase 1-like protein 2,NC_052395.1,3230048,3241204,+,Protein_Kinases
LOC103711161,receptor-like serine/threonine-protein kinase ALE2%2C transcript variant X9,NC_052395.1,3589973,3600137,-,Protein_Kinases
LOC103714333,serine/threonine-protein kinase Aurora-1,NC_052395.1,4643443,4647762,+,Protein_Kinases
LOC103714334,ATP-dependent 6-phosphofructokinase 3-like,NC_052395.1,4649747,4658603,-,Protein_Kinases
LOC103714344,mitogen-activated protein kinase kinase 1-like,NC_052395.1,4826909,4836185,-,Protein_Kinases
LOC103698392,hexokinase-2-like,NC_052395.1,5335547,5352948,+,Protein_Kinases
LOC103698393,receptor-like protein kinase HSL1,NC_052395.1,5354043,5358359,-,Protein_Kinases
LOC103721889,lysM domain receptor-like kinase 3,NC_052395.1,5468108,5480114,+,Protein_Kinases
LOC103717844,casein kinase 1-like protein HD16%2C transcript variant X3,NC_052395.1,5745696,5752130,-,Protein_Kinases
LOC103720175,L-type lectin-domain containing receptor kinase VII.1-like,NC_052395.1,6318973,6323385,-,Protein_Kinases
LOC103721273,dual specificity protein kinase splB-like%2C transcript variant X3,NC_052395.1,6393629,6400424,-,Protein_Kinases
LOC103717204,integrin-linked protein kinase 1-like,NC_052395.1,6800983,6816689,-,Protein_Kinases
LOC103723413,probable LRR receptor-like serine/threonine-protein kinase At1g07650%2C transcript variant X2,NC_052395.1,7004923,7021070,-,Protein_Kinases
LOC103695885,probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840%2C transcript variant X7,NC_052395.1,7151842,7156340,+,Protein_Kinases
LOC120110444,probable LRR receptor-like serine/threonine-protein kinase At1g53430,NC_052395.1,7179867,7187425,+,Protein_Kinases
LOC103695886,probable LRR receptor-like serine/threonine-protein kinase At1g53440,NC_052395.1,7201516,7220274,+,Protein_Kinases
LOC103695888,probable LRR receptor-like serine/threonine-protein kinase At1g53440,NC_052395.1,7228658,7235998,+,Protein_Kinases
LOC103696735,heat stress transcription factor A-4b-like%2C transcript variant X2,NC_052395.1,7330765,7333549,+,Stress_Osmoprotectants
LOC103714323,K(+) efflux antiporter 4,NC_052395.1,7373480,7396606,+,Ion_Transporters
LOC103721815,inactive protein kinase SELMODRAFT_444075-like,NC_052395.1,7465092,7475256,-,Protein_Kinases
LOC103714200,phosphatidylinositol 4-kinase gamma 4-like,NC_052395.1,7878118,7883003,+,Protein_Kinases
LOC103714193,nucleoside diphosphate kinase 3-like,NC_052395.1,8120826,8128771,-,Protein_Kinases
LOC113460934,serine/threonine-protein kinase AGC1-7-like,NC_052395.1,8196041,8200557,+,Protein_Kinases
LOC103714188,leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3,NC_052395.1,8201202,8207434,+,Protein_Kinases
